Timestamp,Nuclear,Coal,Co-Gen,IPP-Coal,LNG,IPP-LNG,Oil,Diesel,Hydro,Wind,Solar,Other_Renewable,Storage,Total_Generation,AirTemperature,WindSpeed,SunshineDuration
2025-07-23 17:50:00+08:00,0.0,0.0,1706.4,0.0,0.0,0.0,0.0,0.0,0.0,111.5,1382.798,37.1,285.8,3523.5980000000004,,,
2025-07-23 18:00:00+08:00,0.0,0.0,1614.7,0.0,0.0,0.0,0.0,0.0,0.0,105.1,1050.35,35.9,280.0,3086.0499999999997,,,
2025-07-23 18:10:00+08:00,0.0,0.0,1639.0,0.0,0.0,0.0,0.0,0.0,0.0,97.5,764.823,34.0,289.6,2824.923,,,
2025-07-23 18:20:00+08:00,0.0,0.0,1647.9,0.0,0.0,0.0,0.0,0.0,0.0,94.2,533.57,35.4,301.6,2612.67,,,
2025-07-23 18:30:00+08:00,0.0,0.0,1632.3,0.0,0.0,0.0,0.0,0.0,0.0,101.9,346.656,36.9,287.3,2405.0560000000005,,,
2025-07-23 18:40:00+08:00,0.0,0.0,1594.9,0.0,0.0,0.0,0.0,0.0,0.0,101.3,196.596,37.5,283.6,2213.896,,,
2025-07-23 18:50:00+08:00,0.0,0.0,1677.8,0.0,0.0,0.0,0.0,0.0,0.0,101.5,90.434,37.6,323.6,2230.9339999999997,,,
2025-07-23 19:00:00+08:00,0.0,0.0,1792.2,0.0,0.0,0.0,0.0,0.0,0.0,97.4,0.0,36.6,357.9,2284.1,,,
2025-07-23 19:10:00+08:00,0.0,0.0,1623.3,0.0,0.0,0.0,0.0,0.0,0.0,101.30000000000001,0.0,39.1,270.0,2033.6999999999998,,,
2025-07-23 19:20:00+08:00,0.0,0.0,1570.8,0.0,0.0,0.0,0.0,0.0,0.0,103.5,0.0,39.5,256.2,1970.0,,,
2025-07-23 19:30:00+08:00,0.0,0.0,1586.6,0.0,0.0,0.0,0.0,0.0,0.0,93.9,0.0,39.1,250.1,1969.6999999999998,,,
2025-07-23 19:40:00+08:00,0.0,0.0,1616.8,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,36.6,251.3,1990.6999999999998,,,
2025-07-23 19:50:00+08:00,0.0,0.0,1558.7,0.0,0.0,0.0,0.0,0.0,0.0,84.9,0.0,38.0,248.7,1930.3000000000002,,,
2025-07-23 20:00:00+08:00,0.0,0.0,1589.7,0.0,0.0,0.0,0.0,0.0,0.0,58.5,0.0,37.0,258.7,1943.9,,,
2025-07-23 20:10:00+08:00,0.0,0.0,1584.8,0.0,0.0,0.0,0.0,0.0,0.0,61.199999999999996,0.0,34.7,131.7,1812.4,,,
2025-07-23 20:20:00+08:00,0.0,0.0,1602.2,0.0,0.0,0.0,0.0,0.0,0.0,55.9,0.0,36.8,141.9,1836.8000000000002,,,
